binomial,family,scientific_name_full,life_form,af_status,n_records_af,ornamental_or_cultivated,endemism_level_pct,endemism_group,endemism_bf2020,records_inside_af,records_outside_af,py_threat_category,ar_threat_category,ar_endemic_category,uses,is_timber,lqv_25km_documented,lqv_25km_sources,lqv_25km_occurrences,lqv_vernacular,lqv_iucn,lqv_priority_score
Gymnocalycium paediophilum,,Gymnocalycium paediophilum,,in PY threat list but not in AF checklist,0,,,,,,,en_peligro,,,,,,,,,,2
Gymnocalycium paraguayense,,Gymnocalycium paraguayense,,in PY threat list but not in AF checklist,0,,,,,,,en_peligro,,,,,,,,,,2
Gymnocalyctium anisitsii,,Gymnocalyctium anisitsii,,in PY threat list but not in AF checklist,0,,,,,,,amenazada,,,,,,,,,,2
Handroanthus chrysotrichus,Bignoniaceae,Handroanthus chrysotrichus (Mart. ex DC.) Mattos,tree,confirmed,292,cultivated,85.89,widespread,Not endemic,209,27,,,,ornamental,,,,,,,2
Heisteria perianthomega,Olacaceae,Heisteria perianthomega (Vell.) Sleumer,tree,confirmed,137,NA,100.0,pure_endemic,Not endemic,96,2,,,,,,,,,,,2
Heisteria salicifolia,Olacaceae,Heisteria salicifolia Engl.,tree,confirmed,7,NA,100.0,pure_endemic,Endemic,1,0,,,,,,,,,,,2
Heisteria silvianii,Olacaceae,Heisteria silvianii Schwacke,tree,confirmed,151,NA,98.28,near_endemic,Not endemic,134,2,,,,,,,,,,,2
Heliocarpus popayanensis,Malvaceae,Heliocarpus popayanensis Kunth,tree,confirmed,29,NA,,,,,,,,,timber,yes,,,,,,2
Hemionitis rufa,,Hemionitis rufa,,in PY threat list but not in AF checklist,0,,,,,,,en_peligro,,,,,,,,,,2
Hennecartia omphalandra,Monimiaceae,Hennecartia omphalandra J.Poiss.,tree,confirmed,113,NA,100.0,pure_endemic,Endemic,99,0,,,,,,,,,,,2
Henriettea glabra,Melastomataceae,"Henriettea glabra (Vell.) Penneys, F.A. Michelangeli, Judd et Almeda",tree,confirmed,59,NA,97.92,near_endemic,Endemic,48,1,,,,,,,,,,,2
Henriettea saldanhae,Melastomataceae,Henriettea saldanhae Cogn.,tree,confirmed,47,NA,100.0,pure_endemic,Endemic,43,0,,,,,,,,,,,2
Herreria montevidensis,,Herreria montevidensis,,in PY threat list but not in AF checklist,0,,,,,,,en_peligro,,,,,,,,,,2
Hevea brasiliensis,Euphorbiaceae,Hevea brasiliensis (Willd. ex A.Juss.) Mull.Arg.,tree,new to AF,514,cultivated,4.13,occasional,Not in the AF,19,263,,,,fibres | fodder | food | fuel | lipids | poison | rubber_latex | timber,yes,,,,,,2
Himatanthus bracteatus,Apocynaceae,Himatanthus bracteatus (A. DC.) Woodson,tree,confirmed,459,NA,88.7,near_endemic,Endemic,303,41,,,,,,,,,,,2
Hirtella angustifolia,Chrysobalanaceae,Hirtella angustifolia Schott ex Spreng.,shrub,confirmed,42,NA,100.0,pure_endemic,Endemic,35,0,,,,,,,,,,,2
Hirtella bahiensis,Chrysobalanaceae,Hirtella bahiensis Prance,tree,confirmed,25,NA,100.0,pure_endemic,Endemic,25,0,,,,,,,,,,,2
Hirtella barrosoi,Chrysobalanaceae,Hirtella barrosoi Prance,tree,confirmed,16,NA,100.0,pure_endemic,Endemic,16,0,,,,,,,,,,,2
Hirtella glaziovii,Chrysobalanaceae,Hirtella glaziovii Taub.,tree,confirmed,15,NA,100.0,pure_endemic,Endemic,10,0,,,,,,,,,,,2
Hirtella hebeclada,Chrysobalanaceae,Hirtella hebeclada Moric. ex DC.,tree,confirmed,210,NA,97.18,near_endemic,Not endemic,176,4,,,,,,,,,,,2
Hirtella insignis,Chrysobalanaceae,Hirtella insignis Briq. ex Prance,tree,confirmed,37,NA,100.0,pure_endemic,Endemic,37,0,,,,,,,,,,,2
Hirtella parviunguis,Chrysobalanaceae,Hirtella parviunguis Prance,tree,confirmed,5,NA,100.0,pure_endemic,Endemic,5,0,,,,,,,,,,,2
Hirtella prancei,Chrysobalanaceae,Hirtella prancei Asprino & Amorim,tree,confirmed,5,NA,100.0,pure_endemic,Endemic,5,0,,,,,,,,,,,2
Hololepis hatschbachii,Asteraceae,Hololepis hatschbachii H.Rob.,tree,confirmed,2,NA,100.0,pure_endemic,Endemic,2,0,,,,,,,,,,,2
Homalolepis cuneata,Simaroubaceae,Homalolepis cuneata (A.St.-Hil. & Tul.) Devecchi & Pirani,tree,confirmed,56,NA,100.0,pure_endemic,Endemic,55,0,,,,,,,,,,,2
Homalolepis docensis,Simaroubaceae,Homalolepis docensis (Franceschin. & K.Yamam.) Devecchi & Pirani,tree,confirmed,1,NA,100.0,pure_endemic,Endemic,1,0,,,,,,,,,,,2
Homalolepis floribunda,Simaroubaceae,Homalolepis floribunda (A.St.-Hil.) Devecchi & Pirani,tree,confirmed,33,NA,94.74,near_endemic,Endemic,24,1,,,,,,,,,,,2
Homalolepis insignis,Simaroubaceae,Homalolepis insignis (A.St.-Hil,tree,confirmed,39,NA,100.0,pure_endemic,Endemic,32,0,,,,,,,,,,,2
Homalolepis maiana,Simaroubaceae,Homalolepis maiana (Casar.) Devecchi & Pirani,tree,confirmed,9,NA,100.0,pure_endemic,Endemic,4,1,,,,,,,,,,,2
Homalolepis subcymosa,Simaroubaceae,Homalolepis subcymosa (A.St.-Hil. & Tul.) Devecchi & Pirani,tree,confirmed,21,NA,100.0,pure_endemic,Endemic,17,0,,,,,,,,,,,2
Huberia carvalhoi,Melastomataceae,Huberia carvalhoi Baumgratz,tree,confirmed,5,NA,100.0,pure_endemic,Endemic,5,0,,,,,,,,,,,2
Huberia espiritosantensis,Melastomataceae,Huberia espiritosantensis Baumgratz,tree,confirmed,40,NA,100.0,pure_endemic,Endemic,40,0,,,,,,,,,,,2
Huberia glazioviana,Melastomataceae,Huberia glazioviana Cogn.,tree,confirmed,31,NA,100.0,pure_endemic,Endemic,14,0,,,,,,,,,,,2
Huberia minor,Melastomataceae,Huberia minor Cogn.,tree,confirmed,10,NA,100.0,pure_endemic,Endemic,5,0,,,,,,,,,,,2
Huberia nettoana,Melastomataceae,Huberia nettoana Brade,tree,confirmed,28,NA,100.0,pure_endemic,Endemic,26,0,,,,,,,,,,,2
Huberia ovalifolia,Melastomataceae,Huberia ovalifolia DC.,tree,confirmed,101,NA,100.0,pure_endemic,Endemic,91,0,,,,,,,,,,,2
Huberia parvifolia,Melastomataceae,Huberia parvifolia Cogn.,shrub,confirmed,9,NA,100.0,pure_endemic,Endemic,2,0,,,,,,,,,,,2
Huberia semiserrata,Melastomataceae,Huberia semiserrata DC.,tree,confirmed,86,NA,98.21,near_endemic,Endemic,70,1,,,,,,,,,,,2
Huberia triplinervis,Melastomataceae,Huberia triplinervis Cogn.,tree,confirmed,4,NA,100.0,pure_endemic,Endemic,2,0,,,,,,,,,,,2
Humiria balsamifera,Humiriaceae,Humiria balsamifera (Aubl.) A.St.-Hil.,tree,confirmed,1410,NA,45.43,widespread,Not endemic,350,766,,,,timber,yes,,,,,,2
Humiriastrum glaziovii,Humiriaceae,Humiriastrum glaziovii (Urb.) Cuatrec.,tree,confirmed,41,NA,93.75,near_endemic,Not endemic,20,1,,,,,,,,,,,2
Humiriastrum mussungense,Humiriaceae,Humiriastrum mussungense Cuatrec.,tree,confirmed,4,NA,100.0,pure_endemic,Endemic,4,0,,,,,,,,,,,2
Humiriastrum spiritu-sancti,Humiriaceae,Humiriastrum spiritu-sancti Cuatrec.,tree,confirmed,15,NA,100.0,pure_endemic,Endemic,15,0,,,,,,,,,,,2
Hydrogaster trinervis,Malvaceae,Hydrogaster trinervis Kuhlm.,tree,confirmed,97,NA,100.0,pure_endemic,Endemic,92,0,,,,,,,,,,,2
Hyeronima alchorneoides,Phyllanthaceae,Hyeronima alchorneoides Allemao,tree,confirmed,448,NA,23.54,widespread,Not endemic,129,234,,,,medicinal | timber,yes,,,,,,2
Hymenaea stigonocarpa,Fabaceae,Hymenaea stigonocarpa Mart. ex Hayne,tree,new to AF,567,NA,7.89,occasional,Not in the AF,15,400,,,,food,,,,,,,2
Hypericum connatum,,Hypericum connatum,,in PY threat list but not in AF checklist,0,,,,,,,en_peligro,,,,,,,,,,2
Hypericum rigidum,Hypericaceae,Hypericum rigidum A.St.-Hil.,shrub,confirmed,32,NA,100.0,pure_endemic,Endemic,22,0,,,,,,,,,,,2
Hyptidendron claussenii,Lamiaceae,Hyptidendron claussenii (Benth.) Harley,shrub,new to AF,15,NA,100.0,pure_endemic,Not in the AF,1,0,,,,,,,,,,,2
Idiothamnus pseudorgyalis,Asteraceae,Idiothamnus pseudorgyalis R.M.King & H.Rob.,shrub,confirmed,19,NA,92.31,near_endemic,Endemic,12,1,,,,,,,,,,,2
Ilex blanchetii,Aquifoliaceae,Ilex blanchetii Loes.,shrub,confirmed,16,NA,100.0,pure_endemic,Endemic,9,0,,,,,,,,,,,2
Ilex brevicuspis,Aquifoliaceae,Ilex brevicuspis Reissek,tree,confirmed,158,NA,95.65,near_endemic,Endemic,128,3,,,,,,,,,,,2
Ilex buxifolia,Aquifoliaceae,Ilex buxifolia Gardner,shrub,confirmed,14,NA,100.0,pure_endemic,Endemic,12,0,,,,,,,,,,,2
Ilex chamaedryfolia,Aquifoliaceae,Ilex chamaedryfolia Reissek,shrub,confirmed,79,NA,91.11,near_endemic,Endemic,60,0,,,,,,,,,,,2
Ilex congonhinha,Aquifoliaceae,Ilex congonhinha Loes.,shrub,confirmed,8,NA,100.0,pure_endemic,Endemic,2,0,,,,,,,,,,,2
Ilex dumosa,Aquifoliaceae,Ilex dumosa Reissek,tree,confirmed,570,NA,90.21,near_endemic,Not endemic,409,24,,,,,,,,,,,2
Ilex floribunda,Aquifoliaceae,Ilex floribunda Reissek ex Maxim.,tree,confirmed,32,NA,96.0,near_endemic,Endemic,26,1,,,,,,,,,,,2
Ilex integerrima,Aquifoliaceae,Ilex integerrima (Vell.) Reissek,tree,confirmed,167,NA,99.63,near_endemic,Endemic,161,0,,,,,,,,,,,2
Ilex longipetiolata,Aquifoliaceae,Ilex longipetiolata Loes.,tree,confirmed,16,NA,100.0,pure_endemic,Endemic,5,0,,,,,,,,,,,2
Ilex loranthoides,Aquifoliaceae,Ilex loranthoides Mart. ex Reissek,shrub,confirmed,22,NA,100.0,pure_endemic,Not endemic,17,0,,,,,,,,,,,2
Ilex microdonta,Aquifoliaceae,Ilex microdonta Reissek,tree,confirmed,137,NA,96.55,near_endemic,Endemic,123,2,,,,,,,,,,,2
Ilex organensis,Aquifoliaceae,Ilex organensis Loes.,tree,confirmed,3,NA,100.0,pure_endemic,Endemic,1,1,,,,,,,,,,,2
Ilex psammophila,Aquifoliaceae,Ilex psammophila Mart. ex Reissek,tree,confirmed,76,NA,93.26,near_endemic,Endemic,51,2,,,,,,,,,,,2
Ilex pseudobuxus,Aquifoliaceae,Ilex pseudobuxus Reissek,tree,confirmed,96,NA,91.11,near_endemic,Not endemic,74,7,,,,,,,,,,,2
Ilex schwackeana,Aquifoliaceae,Ilex schwackeana Loes.,tree,confirmed,8,NA,100.0,pure_endemic,Endemic,3,1,,,,,,,,,,,2
Ilex taubertiana,Aquifoliaceae,Ilex taubertiana Loes.,tree,confirmed,67,NA,98.18,near_endemic,Endemic,54,0,,,,,,,,,,,2
Ilex theezans,Aquifoliaceae,Ilex theezans Mart. ex Reissek,tree,confirmed,442,NA,94.74,near_endemic,Not endemic,365,12,,,,,,,,,,,2
Inga edulis,Fabaceae,Inga edulis Mart.,tree,confirmed,731,NA,39.63,widespread,Not endemic,220,362,,,,fodder | food | fuel,,,,,,,2
Jacaranda ulei,Bignoniaceae,Jacaranda ulei Bureau & K.Schum.,shrub,new to AF,237,NA,4.32,occasional,Not in the AF,2,190,,,,ornamental,,,,,,,2
Jacaratia corumbensis,,Jacaratia corumbensis,,in PY threat list but not in AF checklist,0,,,,,,,en_peligro,,,,,,,,,,2
Jacaratia heptaphylla,Caricaceae,Jacaratia heptaphylla (Vell.) A.DC.,tree,confirmed,31,NA,100.0,pure_endemic,Endemic,30,1,,,,,,,,,,,2
Jatropha dissecta,,Jatropha dissecta,,in PY threat list but not in AF checklist,0,,,,,,,amenazada,,,,,,,,,,2
Kielmeyera albopunctata,Calophyllaceae,Kielmeyera albopunctata Saddi,tree,confirmed,63,NA,95.61,near_endemic,Endemic,57,2,,,,,,,,,,,2
Kielmeyera altissima,Calophyllaceae,Kielmeyera altissima Saddi,tree,confirmed,3,NA,100.0,pure_endemic,Endemic,3,0,,,,,,,,,,,2
Kielmeyera aureovinosa,Calophyllaceae,Kielmeyera aureovinosa M. Gomes,tree,confirmed,6,NA,100.0,pure_endemic,Endemic,6,0,,,,,,,,,,,2
Kielmeyera decipiens,Calophyllaceae,Kielmeyera decipiens Saddi,tree,confirmed,10,NA,100.0,pure_endemic,Endemic,10,0,,,,,,,,,,,2
Kielmeyera divergens,Calophyllaceae,Kielmeyera divergens Saddi,tree,confirmed,2,NA,100.0,pure_endemic,Endemic,1,0,,,,,,,,,,,2
Kielmeyera elata,Calophyllaceae,Kielmeyera elata Saddi,tree,confirmed,18,NA,100.0,pure_endemic,Endemic,15,0,,,,,,,,,,,2
Kielmeyera excelsa,Calophyllaceae,Kielmeyera excelsa Cambess.,tree,confirmed,31,NA,100.0,pure_endemic,Endemic,26,0,,,,,,,,,,,2
Kielmeyera ferruginosa,Calophyllaceae,Kielmeyera ferruginosa A.B.Santos & R.J.Trad,tree,confirmed,6,NA,100.0,pure_endemic,Endemic,6,0,,,,,,,,,,,2
Kielmeyera itacarensis,Calophyllaceae,Kielmeyera itacarensis Saddi,tree,confirmed,7,NA,100.0,pure_endemic,Endemic,7,0,,,,,,,,,,,2
Kielmeyera marauensis,Calophyllaceae,Kielmeyera marauensis Saddi,tree,confirmed,20,NA,100.0,pure_endemic,Endemic,19,0,,,,,,,,,,,2
Kielmeyera membranacea,Calophyllaceae,Kielmeyera membranacea Casar.,tree,confirmed,101,NA,100.0,pure_endemic,Endemic,93,0,,,,,,,,,,,2
Kielmeyera neglecta,Calophyllaceae,Kielmeyera neglecta Saddi,tree,confirmed,58,NA,96.2,near_endemic,Endemic,36,1,,,,,,,,,,,2
Kielmeyera occhioniana,Calophyllaceae,Kielmeyera occhioniana Saddi,tree,confirmed,10,NA,100.0,pure_endemic,Endemic,10,0,,,,,,,,,,,2
Kielmeyera reticulata,Calophyllaceae,Kielmeyera reticulata Saddi,shrub,confirmed,58,NA,98.99,near_endemic,Endemic,53,0,,,,,,,,,,,2
Kielmeyera rizziniana,Calophyllaceae,Kielmeyera rizziniana Saddi,tree,confirmed,33,NA,100.0,pure_endemic,Endemic,27,0,,,,,,,,,,,2
Kielmeyera rufotomentosa,Calophyllaceae,Kielmeyera rufotomentosa Saddi,tree,confirmed,13,NA,100.0,pure_endemic,Endemic,13,0,,,,,,,,,,,2
Kielmeyera rupestris,Calophyllaceae,Kielmeyera rupestris Duarte,tree,confirmed,7,NA,100.0,pure_endemic,Endemic,7,0,,,,,,,,,,,2
Kielmeyera sigillata,Calophyllaceae,Kielmeyera sigillata Saddi,tree,confirmed,6,NA,100.0,pure_endemic,Endemic,6,0,,,,,,,,,,,2
Kuhlmanniodendron apterocarpum,Achariaceae,Kuhlmanniodendron apterocarpum (Kuhlm.) Fiaschi & Groppo,tree,confirmed,25,NA,100.0,pure_endemic,Endemic,25,0,,,,,,,,,,,2
Kuhlmanniodendron macrocarpum,Achariaceae,"Kuhlmanniodendron macrocarpum Groppo, Favaretto & Fiaschi",tree,confirmed,6,NA,100.0,pure_endemic,Endemic,6,0,,,,,,,,,,,2
Lacistema lucidum,Lacistemataceae,Lacistema lucidum Schnizl.,tree,confirmed,102,NA,100.0,pure_endemic,Endemic,78,1,,,,,,,,,,,2
Lacistema robustum,Lacistemataceae,Lacistema robustum Schnizl.,tree,confirmed,84,NA,94.74,near_endemic,Not endemic,72,0,,,,,,,,,,,2
Lacistema serrulatum,Lacistemataceae,Lacistema serrulatum Mart.,tree,confirmed,12,NA,88.89,near_endemic,Not endemic,8,2,,,,,,,,,,,2
Lacmellea bahiensis,Apocynaceae,Lacmellea bahiensis J.F.Morales,tree,confirmed,23,NA,100.0,pure_endemic,Endemic,23,0,,,,,,,,,,,2
Lacmellea pauciflora,Apocynaceae,Lacmellea pauciflora (Kuhlm.) Markgr.,tree,confirmed,18,NA,100.0,pure_endemic,Endemic,17,0,,,,,,,,,,,2
Lamanonia chabertii,Cunoniaceae,Lamanonia chabertii (Pamp.) L.B.Sm.,tree,confirmed,18,NA,100.0,pure_endemic,Endemic,4,0,,,,,,,,,,,2
Lantana radula,Verbenaceae,Lantana radula Sw.,shrub,confirmed,159,NA,89.95,near_endemic,Not endemic,99,11,,,,,,,,,,,2
Leandra acutiflora,Melastomataceae,Leandra acutiflora (Naudin) Cogn.,shrub,confirmed,232,NA,98.07,near_endemic,Not endemic,198,3,,,,,,,,,,,2
Leandra amplexicaulis,Melastomataceae,Leandra amplexicaulis DC.,shrub,confirmed,172,NA,99.66,near_endemic,Endemic,150,0,,,,,,,,,,,2
Leandra angustifolia,Melastomataceae,Leandra angustifolia DC.,tree,confirmed,111,NA,100.0,pure_endemic,Endemic,102,0,,,,,,,,,,,2
Leandra australis,Melastomataceae,Leandra australis (Cham.) Cogn.,shrub,confirmed,570,NA,95.81,near_endemic,Endemic,436,22,,,,,,,,,,,2
Leandra barbinervis,Melastomataceae,Leandra barbinervis (Cham. ex Triana) Cogn.,tree,confirmed,171,NA,100.0,pure_endemic,Endemic,153,0,,,,,,,,,,,2
Leandra brackenridgei,Melastomataceae,Leandra brackenridgei (A.Gray) Cogn.,shrub,confirmed,29,NA,100.0,pure_endemic,Endemic,25,0,,,,,,,,,,,2
Leandra breviflora,Melastomataceae,Leandra breviflora Cogn.,shrub,confirmed,55,NA,100.0,pure_endemic,Endemic,38,0,,,,,,,,,,,2
Leandra carassana,Melastomataceae,Leandra carassana (DC.) Cogn.,tree,confirmed,425,NA,98.69,near_endemic,Not endemic,382,3,,,,,,,,,,,2
Leandra cogniauxii,Melastomataceae,Leandra cogniauxii (D'El Rei Souza) Reginato,shrub,confirmed,5,NA,100.0,pure_endemic,Endemic,5,0,,,,,,,,,,,2
Leandra collina,Melastomataceae,Leandra collina Wurdack,shrub,confirmed,9,NA,100.0,pure_endemic,Endemic,7,0,,,,,,,,,,,2
Leandra cuneata,Melastomataceae,Leandra cuneata (Mart.) Cogn.,tree,confirmed,45,NA,100.0,pure_endemic,Endemic,31,0,,,,,,,,,,,2
Leandra dentata,Melastomataceae,Leandra dentata Cogn.,tree,confirmed,11,NA,100.0,pure_endemic,Endemic,6,0,,,,,,,,,,,2
Leandra fallacissima,Melastomataceae,Leandra fallacissima Markgr.,shrub,confirmed,36,NA,100.0,pure_endemic,Endemic,36,0,,,,,,,,,,,2
Leandra fallax,Melastomataceae,Leandra fallax (Cham.) Cogn.,shrub,confirmed,70,NA,100.0,pure_endemic,Endemic,67,0,,,,,,,,,,,2
Leandra glabrata,Melastomataceae,Leandra glabrata (Bunbury) Cogn.,shrub,confirmed,41,NA,100.0,pure_endemic,Not endemic,33,0,,,,,,,,,,,2
Leandra hirta,Melastomataceae,Leandra hirta Raddi,shrub,confirmed,14,NA,100.0,pure_endemic,Endemic,10,0,,,,,,,,,,,2
Leandra laevigata,Melastomataceae,Leandra laevigata (Triana) Cogn.,tree,confirmed,212,NA,99.7,near_endemic,Endemic,206,0,,,,,,,,,,,2
Leandra melastomoides,Melastomataceae,Leandra melastomoides Raddi,tree,confirmed,926,NA,88.25,near_endemic,Not endemic,728,77,,,,,,,,,,,2
Leandra mouraei,Melastomataceae,Leandra mouraei Cogn.,tree,confirmed,6,NA,100.0,pure_endemic,Endemic,4,0,,,,,,,,,,,2
Leandra multisetosa,Melastomataceae,Leandra multisetosa Cogn.,shrub,confirmed,17,NA,100.0,pure_endemic,Endemic,8,0,,,,,,,,,,,2
Leandra pennipilis,Melastomataceae,Leandra pennipilis (Triana) Cogn.,tree,new to AF,22,NA,100.0,pure_endemic,Not in the AF,14,0,,,,,,,,,,,2
Leandra pilonensis,Melastomataceae,Leandra pilonensis Wurdack,tree,confirmed,26,NA,97.14,near_endemic,Endemic,23,0,,,,,,,,,,,2
Leandra purpurascens,Melastomataceae,Leandra purpurascens (DC.) Cogn.,shrub,confirmed,255,NA,93.4,near_endemic,Not endemic,209,11,,,,,,,,,,,2
Leandra purpureovillosa,Melastomataceae,Leandra purpureovillosa Hoehne,tree,confirmed,52,NA,98.99,near_endemic,Endemic,49,0,,,,,,,,,,,2
Leandra quinquedentata,Melastomataceae,Leandra quinquedentata (DC.) Cogn.,shrub,confirmed,232,NA,98.78,near_endemic,Not endemic,202,1,,,,,,,,,,,2
Leandra quinquenodis,Melastomataceae,Leandra quinquenodis (DC.) Cogn.,shrub,confirmed,13,NA,100.0,pure_endemic,Not endemic,7,0,,,,,,,,,,,2
Leandra regnellii,Melastomataceae,Leandra regnellii (Triana) Cogn.,tree,confirmed,489,NA,93.17,near_endemic,Endemic,414,24,,,,,,,,,,,2
Leandra reitzii,Melastomataceae,Leandra reitzii Wurdack,tree,confirmed,47,NA,100.0,pure_endemic,Endemic,47,0,,,,,,,,,,,2
Leandra sericea,Melastomataceae,Leandra sericea DC.,shrub,confirmed,87,NA,100.0,pure_endemic,Endemic,78,0,,,,,,,,,,,2
Leandra sphaerocarpa,Melastomataceae,Leandra sphaerocarpa Cogn.,shrub,confirmed,8,NA,100.0,pure_endemic,Endemic,2,0,,,,,,,,,,,2
Leandra tetraquetra,Melastomataceae,Leandra tetraquetra (Cham.) Cogn.,tree,confirmed,13,NA,100.0,pure_endemic,Endemic,10,0,,,,,,,,,,,2
Leandra tristis,Melastomataceae,Leandra tristis Cogn.,shrub,confirmed,5,NA,100.0,pure_endemic,Endemic,4,0,,,,,,,,,,,2
Leandra truncata,Melastomataceae,Leandra truncata Baumgratz & D`El Rei Souza,shrub,confirmed,22,NA,100.0,pure_endemic,Endemic,22,0,,,,,,,,,,,2
Leandra umbellata,Melastomataceae,Leandra umbellata DC.,shrub,confirmed,31,NA,97.96,near_endemic,Not endemic,24,0,,,,,,,,,,,2
Leandra variabilis,Melastomataceae,Leandra variabilis Raddi,tree,confirmed,508,NA,99.77,near_endemic,Endemic,482,1,,,,,,,,,,,2
Leandra vesiculosa,Melastomataceae,Leandra vesiculosa Cogn.,tree,confirmed,24,NA,100.0,pure_endemic,Endemic,19,0,,,,,,,,,,,2
Lecythis ibiriba,Lecythidaceae,"Lecythis ibiriba (Miers) N. P. Sm., S. A. Mori & Popovkin",tree,confirmed,43,NA,98.59,near_endemic,Endemic,35,0,,,,,,,,,,,2
Lecythis lurida,Lecythidaceae,Lecythis lurida (Miers) S.A.Mori,tree,confirmed,304,NA,39.24,widespread,Not endemic,120,160,,,,timber,yes,,,,,,2
Lecythis pisonis,Lecythidaceae,Lecythis pisonis Cambess.,tree,confirmed,423,NA,35.31,widespread,Not endemic,141,232,,,,timber,yes,,,,,,2
Lessingianthus macrophyllus,Asteraceae,Lessingianthus macrophyllus (Less.) H.Rob.,shrub,confirmed,63,NA,97.85,near_endemic,Endemic,49,1,,,,,,,,,,,2
Licania arianeae,Chrysobalanaceae,Licania arianeae Prance,tree,confirmed,10,NA,100.0,pure_endemic,Endemic,10,0,,,,,,,,,,,2
Licania bahiensis,Chrysobalanaceae,Licania bahiensis Prance,tree,confirmed,2,NA,100.0,pure_endemic,Endemic,2,0,,,,,,,,,,,2
Licania belemii,Chrysobalanaceae,Licania belemii Prance,tree,confirmed,38,NA,100.0,pure_endemic,Endemic,38,0,,,,,,,,,,,2
Licania cymosa,Chrysobalanaceae,Licania cymosa Fritsch,tree,confirmed,24,NA,93.75,near_endemic,Not endemic,15,1,,,,,,,,,,,2
Licania glazioviana,Chrysobalanaceae,Licania glazioviana Warm.,tree,confirmed,6,NA,100.0,pure_endemic,Endemic,1,0,,,,,,,,,,,2
Licania hypoleuca,Chrysobalanaceae,Licania hypoleuca Benth.,tree,confirmed,299,NA,8.91,occasional,Not endemic,19,228,,,,timber,yes,,,,,,2
Licania lamentanda,Chrysobalanaceae,Licania lamentanda Prance,tree,confirmed,21,NA,100.0,pure_endemic,Endemic,21,0,,,,,,,,,,,2
Licania littoralis,Chrysobalanaceae,Licania littoralis Warm.,tree,confirmed,89,NA,100.0,pure_endemic,Endemic,78,0,,,,,,,,,,,2
Licania naviculistipula,Chrysobalanaceae,Licania naviculistipula Prance,tree,confirmed,19,NA,100.0,pure_endemic,Endemic,19,0,,,,,,,,,,,2
Licania riedelii,Chrysobalanaceae,Licania riedelii Prance,tree,confirmed,23,NA,100.0,pure_endemic,Endemic,17,0,,,,,,,,,,,2
Licania salzmannii,Chrysobalanaceae,Licania salzmannii (Hook.f.) Fritsch,tree,confirmed,27,NA,100.0,pure_endemic,Endemic,15,0,,,,,,,,,,,2
Licania santosii,Chrysobalanaceae,Licania santosii Prance,tree,confirmed,5,NA,100.0,pure_endemic,Endemic,5,0,,,,,,,,,,,2
Licania silvatica,Chrysobalanaceae,Licania silvatica Glaz. ex Prance,tree,confirmed,4,NA,100.0,pure_endemic,Endemic,1,0,,,,,,,,,,,2
Licania spicata,Chrysobalanaceae,Licania spicata Hook.f.,tree,confirmed,20,NA,100.0,pure_endemic,Endemic,15,0,,,,,,,,,,,2
Licania turbinata,Chrysobalanaceae,Licania turbinata Benth.,tree,confirmed,20,NA,100.0,pure_endemic,Endemic,9,0,,,,,,,,,,,2
Lippia brasiliensis,Verbenaceae,Lippia brasiliensis (Link) T.R.S.Silva,shrub,confirmed,307,NA,93.38,near_endemic,Endemic,193,10,,,,,,,,,,,2
Lippia triplinervis,Verbenaceae,Lippia triplinervis Gardner,shrub,confirmed,24,NA,100.0,pure_endemic,Endemic,19,0,,,,,,,,,,,2
Ludwigia anastomosans,Onagraceae,Ludwigia anastomosans (DC.) H.Hara,shrub,new to AF,11,NA,100.0,pure_endemic,Not in the AF,4,0,,,,,,,,,,,2
Luehea conwentzii,Malvaceae,Luehea conwentzii K.Schum.,tree,confirmed,24,NA,100.0,pure_endemic,Endemic,14,0,,,,,,,,,,,2
Luxemburgia mysteriosa,Ochnaceae,Luxemburgia mysteriosa Fraga & Feres,shrub,confirmed,10,NA,100.0,pure_endemic,Endemic,10,0,,,,,,,,,,,2
Lycianthes rantonnetii,Solanaceae,Lycianthes rantonnetii (Carriere) Bitter,shrub,new to AF,26,NA,95.35,near_endemic,NA,21,1,,,,,,,,,,,2
Mabea glaziovii,Euphorbiaceae,Mabea glaziovii Pax & K.Hoffm.,tree,confirmed,26,NA,100.0,pure_endemic,Not endemic,15,0,,,,,,,,,,,2
Macrocarpaea atlantica,Gentianaceae,Macrocarpaea atlantica J.R. Grant & V. Trunz,tree,confirmed,3,NA,100.0,pure_endemic,Endemic,3,0,,,,,,,,,,,2
Macrocarpaea dolichophylla,Gentianaceae,Macrocarpaea dolichophylla J.R. Grant & V. Trunz,shrub,confirmed,3,NA,100.0,pure_endemic,Endemic,3,0,,,,,,,,,,,2
Macrocarpaea glaziovii,Gentianaceae,Macrocarpaea glaziovii Gilg,tree,confirmed,51,NA,100.0,pure_endemic,Endemic,43,0,,,,,,,,,,,2
Macropeplus dentatus,Monimiaceae,Macropeplus dentatus (Perkins) I.Santos & Peixoto,tree,confirmed,39,NA,100.0,pure_endemic,Endemic,30,0,,,,,,,,,,,2
Macropeplus friburgensis,Monimiaceae,Macropeplus friburgensis (Perkins) I.Santos & Peixoto,tree,confirmed,23,NA,100.0,pure_endemic,Endemic,18,0,,,,,,,,,,,2
Macropeplus schwackeanus,Monimiaceae,Macropeplus schwackeanus (Perkins) I.Santos & Peixoto,shrub,confirmed,11,NA,100.0,pure_endemic,Not endemic,8,0,,,,,,,,,,,2
